Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,BA,MSFT,ORCL,TSLA,AAPL,BA,MSFT,ORCL,TSLA,AAPL,BA,MSFT,ORCL,TSLA,AAPL,BA,MSFT,ORCL,TSLA,AAPL,BA,MSFT,ORCL,TSLA 
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,22.05286979675293,104.7371597290039,37.0434684753418,32.467742919921875,14.97266674041748,22.488138622344337,107.11972843192541,37.815737650182285,32.9348429473573,15.93066692352295,22.05286979675293,104.57194995334983,36.90768499088634,32.153512463606845,14.733332633972168,22.388712469140643,106.12844324147511,37.18773701124226,32.365830952415955,15.904666900634766,214333600,3878600,37100200,20723700,169030500
2014-10-14,21.818674087524414,106.33714294433594,37.11137008666992,32.6630859375,15.137332916259766,22.20975236490242,107.27625741182487,37.66299248402426,33.15566654339229,15.498000144958496,21.778903272392412,104.97195134468579,36.96710150611135,32.62911419094383,14.866666793823242,22.181029653969762,105.94584193248285,37.23018026767925,32.832941430556794,15.216667175292969,254754400,3768200,38115700,19508500,106579500
2014-10-15,21.551319122314453,104.51109313964844,36.6785774230957,32.527191162109375,15.313332557678223,21.907046378979715,105.3197739495312,36.82284606782814,32.63759768111972,15.399333000183105,21.02988047350215,101.14593622740104,35.72808907755371,31.576005259120567,14.48799991607666,21.64632705457356,105.26759649996535,36.491873777125654,32.25542376125543,14.666666984558105,403734400,7819000,60218700,24561500,137209500
2014-10-16,21.268495559692383,104.5980453491211,36.27119445800781,31.898727416992188,15.09000015258789,21.59108005331535,105.47629165757637,36.559734728619944,32.425276304210335,15.32800006866455,21.08068973825676,102.94590099585234,35.82989738311083,31.864755684985163,14.606666564941406,21.111622382460144,103.39807017083474,36.09297602812003,32.26391543676099,14.64799976348877,288618000,4492500,49040400,21419300,80989500
2014-10-17,21.580045700073242,107.16321563720703,37.02650451660156,32.162010192871094,15.165332794189453,21.873907692838866,107.71103574658386,37.28958326339067,32.289402607456076,15.65133285522461,21.390029801420564,105.89367490829191,36.31364023325707,31.711895943525192,15.103333473205566,21.542484849007973,106.12845685063407,36.66158570266721,32.009140591258586,15.558667182922363,272718800,4872400,40683300,21122700,158241000
2014-10-20,22.041824340820312,108.09363555908203,37.40840148925781,32.10256576538086,15.364666938781738,22.08601336956386,108.45015383838657,37.45931829204862,32.111060322063764,15.493332862854004,21.701563425244125,106.95452847628144,36.33061825327585,30.421003151544983,15.034000396728516,21.7236579396159,107.29365206023172,36.542780231130536,30.837148956455604,15.114666938781738,310069200,3676300,34527900,16654100,52416000
2014-10-21,22.64059066772461,110.5370864868164,38.08730697631836,32.56964874267578,15.689332962036133,22.7621113184371,110.64142813533724,38.172170445355114,32.67156393067691,15.692667007446289,22.375451484373265,108.63277179171173,37.501738033029724,32.30637593964559,15.386667251586914,22.7621113184371,108.8762444837714,37.646009815192805,32.51869438839764,15.618000030517578,378495600,5204500,36433800,15381900,61954500
2014-10-22,22.75548553466797,105.60672760009766,37.662986755371094,31.966672897338867,15.40666675567627,23.002948461430506,111.30227643046597,38.248552517279904,32.63760013604137,15.826000213623047,22.669315754555793,105.51107667555961,37.535688302318064,31.91571853067294,15.370667457580566,22.722342922539454,111.2935790825627,38.18914743581093,32.58664252965224,15.545999526977539,273052400,13844400,33570900,16810200,61749000
2014-10-23,23.162029266357422,106.1110610961914,38.20612335205078,32.467742919921875,15.685999870300293,23.21063820104744,106.8501764032583,38.57104215555853,32.697047276602476,15.751999855041504,22.896890082330902,105.26759752311078,37.79028451642532,32.28090161305849,15.466667175292969,22.99631790847951,105.45020201303562,37.86666294593471,32.34035377047023,15.644000053405762,284298800,7799700,45451900,9659100,52386000
2014-10-24,23.24820899963379,106.29366302490234,39.14812469482422,32.89238357543945,15.682666778564453,23.307864372323255,106.81539107413512,39.80158390223012,32.90087813018655,15.853333473205566,23.095753945632953,105.44150875911963,38.34190862140995,32.48473242011075,15.41333293914795,23.239370854475382,106.25888027040256,39.742178814041814,32.54418134444681,15.751333236694336,188215600,4013300,61076700,8975900,51949500
2014-10-27,23.223894119262695,106.18931579589844,38.96141052246094,32.63761520385742,14.777999877929688,23.305645661081364,106.28496670719593,39.122652398272656,32.883905555525025,15.640666961669922,23.13330443624446,105.44150319891712,38.791680357887024,32.569671697304415,14.687333106994629,23.16644704431706,106.19800650846604,38.791680357887024,32.697064152228954,15.616666793823242,136750800,2940300,30371300,7525300,143299500
2014-10-28,23.584043502807617,107.48494720458984,39.45363235473633,32.824440002441406,16.184667587280273,23.584043502807617,107.64146628235942,39.46211740717112,32.892380234901175,16.30666732788086,23.27692520853724,106.05019009739074,38.84260498474293,32.56116390731753,15.216667175292969,23.287973308326734,106.51974733069947,38.9189834059921,32.56116390731753,15.30666732788086,192243600,4159000,29049800,11631800,157744500
2014-10-29,23.716615676879883,107.02409362792969,39.563961029052734,32.7650032043457,15.873332977294922,23.723245549127476,108.24146356744737,39.631854409546484,32.90088695925348,16.100000381469727,23.50008704982585,106.57192442810164,39.32634067199375,32.66308795837167,15.709333419799805,23.564162329257154,108.24146356744737,39.41120416027637,32.89239240222684,16.075332641601562,210751600,3241700,30276100,10923800,74437500
2014-10-30,23.637065887451172,107.66754150390625,39.080223083496094,32.69706726074219,15.910667419433594,23.718815734979376,107.92840882022061,39.30935833424238,32.83295104704199,16.03333282470703,23.39844115723842,106.09366016210225,38.842602780796454,32.60364655021264,15.670666694641113,23.632645974464143,106.53712531205264,39.30935833424238,32.612141109201694,15.87600040435791,162619200,2569900,30073900,9644400,48426000
2014-10-31,23.862443923950195,108.61534881591797,39.84401321411133,33.164154052734375,16.113332748413086,23.871282068428695,109.4675029642174,39.8609865578914,33.164154052734375,16.20800018310547,23.687894363333154,108.45882975931362,39.4451477286154,32.97731594757365,15.916666984558105,23.864653881495745,108.71969043090009,39.83552492355414,33.019779006031825,16.167333602905273,178557200,4665300,35849700,16142800,56629500
2014-11-03,24.171762466430664,109.58924102783203,40.259849548339844,33.11319351196289,16.172666549682617,24.3706164225508,109.78054283720738,40.27682289243286,33.15565656251338,16.503999710083008,23.86464423419629,108.59795586482458,39.657310401042416,32.917857647929075,16.08799934387207,23.91104320967382,108.99794754164064,39.79309391645218,33.13867069434857,16.200000762939453,209130400,3902700,23130400,10318600,63057000
2014-11-04,23.995010375976562,109.42405700683594,40.37017822265625,33.232093811035156,15.928667068481445,24.19165443573054,110.18056712212932,40.50596175002776,33.24907968045819,16.156667709350586,23.80057627355227,108.91972356410693,40.09861116791324,33.03676117225532,15.768667221069336,24.162931733258716,109.51101722529258,40.14104291321659,33.0622383565282,16.03266716003418,166297600,3684600,21530800,12671000,55239000
2014-11-05,24.05245590209961,108.64562225341797,40.61628723144531,33.367977142333984,15.39799976348877,24.149673789839856,110.4211050934039,40.65023392291752,33.55481522438848,16.090667724609375,23.891162741594517,108.62812606433499,40.10709657136621,33.215107559010946,15.368666648864746,24.105483074638187,110.21119753429508,40.565367194237,33.410440195540765,16.066667556762695,149743600,3334000,22449600,12280300,135688500
2014-11-06,24.121252059936523,108.96050262451172,41.329139709472656,33.80961608886719,16.08133316040039,24.141224538705895,109.15292069509681,41.46492319907419,33.85207916225175,16.445999145507812,23.92153743032305,107.90220990913568,40.55687050536385,33.2151233423089,15.233332633972168,24.099061733647623,108.87304168502085,40.61627557973116,33.30854404758983,15.63266658782959,139874000,2341900,33037800,11603400,230320500
2014-11-07,24.19003677368164,108.84678649902344,41.31217956542969,33.91999435424805,16.01333236694336,24.25882727175688,109.27535640344826,41.51585324622694,33.94547477122066,16.189332962036133,24.08795994998479,108.60189322383285,40.981207406133066,33.63973568532883,15.813332557678223,24.132340588805036,109.2666083085225,41.51585324622694,33.7076759045701,16.145999908447266,134766000,2366700,28000600,13728500,77415000
2014-11-10,24.150089263916016,109.0129623413086,41.49039077758789,34.35314178466797,16.1286678314209,24.261042534418603,109.31907892238783,41.711041020375454,34.38711352995126,16.191999435424805,24.114583404709162,108.2782825467184,41.20185039363571,33.87754706987378,15.786666870117188,24.192250355458462,109.21412847906981,41.28671711675957,33.94549056044035,15.940667152404785,108782000,2622700,36370100,11058100,68658000
2014-11-11,24.343156814575195,109.64270782470703,41.47343063354492,34.37013244628906,16.738666534423828,24.354252823362888,109.96632064251426,41.54132403365381,34.472044456614945,16.788000106811523,24.0546792092408,108.8467979239549,41.286730257916496,34.26821719623879,16.133333206176758,24.12125018292724,108.96050315140063,41.4564572835177,34.421086831589804,16.170000076293945,109769200,3053500,23445200,7061000,119232000
2014-11-12,24.68711280822754,110.08875274658203,41.39703369140625,34.089866638183594,16.606666564941406,24.7270560697052,110.36863172103007,41.51584385120708,34.472040684744314,16.82266616821289,24.26992894958226,108.86427973105644,41.17638671425242,34.013431828871454,16.371999740600586,24.272146796932564,108.89926543696758,41.210333399148105,34.446563494881616,16.648000717163086,187769600,3075000,22722100,10965100,88062000
2014-11-13,25.035503387451172,112.41524505615234,42.10139846801758,34.58243942260742,16.780000686645508,25.175303940674837,112.79133972510054,42.13534514132906,34.62490247602069,17.049999237060547,24.764777055451287,109.975047128784,41.337614505173896,33.87754042499864,16.683332443237305,24.80915939275384,109.975047128784,41.422481188452615,34.11533611589157,16.70800018310547,238091600,5813900,26210400,11868700,93540000
2014-11-14,25.33729362487793,112.7038803100586,42.07596969604492,34.68436050415039,17.245332717895508,25.33951316474367,113.50853158296846,42.47483205752099,34.87969319290918,17.25666618347168,24.678230804821258,111.82050952521104,41.914724502992584,34.50601368916073,16.566667556762695,25.108730116079904,112.41525322102302,42.2117532475265,34.70134637791952,16.666667938232422,176254400,6235600,29081700,11476500,91516500
2014-11-17,25.295129776000977,112.31903839111328,41.97411346435547,34.95612335205078,16.93199920654297,26.02520260415283,112.97500537440597,42.18627538429742,34.99009509506712,17.266666412353516,25.142015391917358,111.55812096111215,41.70254646581649,34.50600909611735,16.801332473754883,25.357263345543636,112.56393166388796,41.931681727833876,34.5739493424263,17.166000366210938,186986800,3752900,30318600,11987600,60385500
2014-11-18,25.623550415039062,114.2781982421875,41.62397384643555,35.041053771972656,17.18000030517578,25.672370128475126,114.86419381410434,42.12783412700589,35.22789514177791,17.332666397094727,25.272937648555214,111.98667783234026,41.589813054387825,34.913664579606994,17.034000396728516,25.284033653613474,112.43274392347759,41.95703342451973,34.98160483425718,17.05733299255371,176896000,5701200,23995500,9328200,67095000
2014-11-19,25.446025848388672,115.10910034179688,41.17989730834961,34.75230026245117,16.516000747680664,25.683465809381353,116.09742831717229,41.63251644465161,35.049548189573315,16.79199981689453,25.252968216981817,113.91961287127141,40.93223642866435,34.6588828176433,16.373332977294922,25.61689485452176,114.21698140248176,41.555656283982145,34.947636188140294,16.707332611083984,167476800,5037600,26177500,9202600,118777500
2014-11-20,25.809955596923828,115.18778991699219,41.58981704711914,34.75230026245117,16.58066749572754,25.932004901730068,115.80002304747848,41.58981704711914,34.82873507345697,16.728666305541992,25.4859721704535,114.32192211304776,40.88099520396616,34.48902732210552,16.399999618530273,25.499287717440616,114.52308156756155,40.992016159903336,34.573953450012354,16.530000686645508,173582000,4052800,21510600,9062200,53808000
2014-11-21,25.845460891723633,116.13240814208984,40.97494888305664,35.19390869140625,16.185333251953125,26.089557802910054,116.63969094060201,41.888729275274315,35.24486629089811,16.851999282836914,25.74782145004389,115.89625626185327,40.62480876321392,34.964604353277046,16.14466667175293,26.076243949231156,116.07993291218929,41.86311029945166,35.091996732145304,16.81399917602539,228717200,4227100,42884800,12641400,112276500
2014-11-24,26.324777603149414,117.73294830322266,40.641868591308594,35.185428619384766,16.447999954223633,26.355844389648606,117.84665351143848,40.99200853389217,35.36377541500199,16.50666618347168,25.878746585691193,116.70964146632551,40.47106790420028,35.125979687512356,16.042667388916016,25.929784152220055,116.71838288784913,40.98346996552522,35.236386235157035,16.34666633605957,189803200,4161500,35434200,9542100,71845500
2014-11-25,26.09621238708496,117.90789031982422,40.539398193359375,34.9476203918457,16.53933334350586,26.573311852900343,118.59884976313914,40.96639837400903,35.363762766106944,16.648000717163086,26.062926062862907,117.84667366732516,40.52231779520305,34.9476203918457,16.4060001373291,26.4224153170381,117.84667366732516,40.701657089215225,35.25335625795242,16.489999771118164,275361600,4301600,28008000,12404200,47397000
2014-11-26,26.406879425048828,117.88162994384766,40.77852249145508,35.55909729003906,16.562667846679688,26.429069741425337,118.33643742100038,40.98348403791257,35.59306902357652,16.600000381469727,26.147249168117174,117.54052767240346,40.377141227592176,34.9730994652707,16.440000534057617,26.17165902403512,118.03031418056112,40.55648380239995,34.9730994652707,16.555999755859375,163073200,2660100,27163600,11590000,29718000
2014-11-28,26.391345977783203,117.51428985595703,40.82976531982422,36.0177116394043,16.301332473754883,26.495642326843388,118.75625231250909,41.16282499555801,36.10263774688443,16.445999145507812,26.196068823870323,117.23440422568432,40.658964567261066,35.57608875311624,16.167999267578125,26.466793391904336,118.52010048017665,40.94932486929241,35.6525235457377,16.356666564941406,99257600,2090000,21534400,11890100,31795500
2014-12-01,25.534788131713867,115.79127502441406,41.5214958190918,35.73745346069336,15.442667007446289,26.462357632593633,117.5492614872254,41.65813574384137,35.992235026904766,16.1646671295166,24.691542515273092,115.62509461011079,40.744355636249935,35.67800129684476,15.267333030700684,26.36471820312859,117.47054866329665,40.889537388782294,35.67800129684476,16.077333450317383,335256000,3473700,31191600,10802400,129291000
2014-12-02,25.437152862548828,115.69509887695312,41.384864807128906,35.822383880615234,15.428667068481445,25.685688863193565,116.28984929994405,41.888725248984734,35.97525348668405,15.658666610717773,25.01996906544341,115.23154987679231,41.16282610324912,35.55061641198707,15.199999809265137,25.186399014880948,115.8875169538898,41.709385919956425,35.58458815549653,15.637999534606934,237395600,2904900,25773500,9083200,88305000
2014-12-03,25.725627899169922,115.42395782470703,41.060340881347656,35.7204704284668,15.286666870117188,25.81882824924477,116.56971141684895,41.4190194863742,35.78841067298248,15.314666748046875,25.54366458535167,114.95165409706058,40.829760381936445,35.36377361565763,15.033332824707031,25.68568465013603,116.01869484982248,41.36777828947626,35.618555202107814,15.083333015441895,172253600,4627500,23534800,10326000,79615500
2014-12-04,25.627992630004883,114.85546112060547,41.709373474121094,35.57609176635742,15.218667030334473,26.0074527109192,115.90500570746643,41.89725457670915,35.77142442188479,15.393333435058594,25.583611987435123,114.50560402786282,41.16281382050402,35.236384067940804,15.187333106994629,25.690126206807744,115.42396054599746,41.32507269962393,35.77142442188479,15.239999771118164,168178000,2785500,30320400,9177100,57834000
2014-12-05,25.519256591796875,115.63388061523438,41.3507080078125,35.61006164550781,14.913999557495117,25.75891610350379,115.99246580300897,41.8204109499169,35.68649644060521,15.292667388916016,25.43937008789457,115.03913020051203,41.31655045927619,35.321308335109144,14.817333221435547,25.738943631021794,115.20531065970923,41.69230955520592,35.68649644060521,15.244667053222656,153275600,2580200,27313400,8925300,90954000
2014-12-08,24.94230079650879,113.94584655761719,40.73582077026367,35.13447570800781,14.290666580200195,25.44159061884232,115.51142869537895,41.2909190897662,35.694996597659504,14.990667343139648,24.769213928981895,113.58724804051158,40.52232066481968,35.10050719933517,14.156000137329102,25.31954131840007,115.46769489037132,41.21405892149624,35.59308459219308,14.769332885742188,230659600,2862400,26663100,12766500,138384000
2014-12-09,25.32398223876953,113.40357971191406,40.641868591308594,35.55909729003906,14.459333419799805,25.363925495179778,113.45605493732157,40.923686955947986,35.61005489034524,14.51533317565918,24.265486790404555,111.72429909761775,40.18070771344179,34.7268092567084,13.618000030517578,24.451889217990043,112.44148942716667,40.23194889689993,34.80324403730626,13.956000328063965,240832000,3084600,24330500,13897500,141472500
2014-12-10,24.842437744140625,109.0129623413086,40.0526123046875,34.75230026245117,13.989333152770996,25.48596708159891,112.80882129237322,40.70165104955377,35.50815705560808,14.451333045959473,24.751456938462066,108.92550141426324,39.881811606221945,34.718331755122904,13.846667289733887,25.388329350262488,112.66013704911202,40.63333272481896,35.414736371076096,14.275333404541016,178261200,6651700,30431800,12547600,109711500
2014-12-11,24.769210815429688,107.9022216796875,40.28319549560547,34.61642074584961,13.925333023071289,25.252967183535073,109.89636067811533,40.76997869888216,35.36378307374698,14.362000465393066,24.707075556552343,107.5786088281437,39.864737142735486,34.57395767670505,13.881999969482422,24.911230878266803,109.52027259172112,40.206338590499136,34.92216002724965,14.035332679748535,165606800,6702100,29060400,12395800,100416000
2014-12-12,24.34980583190918,105.62815856933594,40.09532165527344,33.92850112915039,13.800000190734863,24.82468570089855,106.94009234641699,40.761440961736064,34.63339695136272,14.112000465393066,24.316519511687716,105.46198482843704,39.85619931473946,33.90302070299851,13.633333206176758,24.51179666103437,106.9138547385298,39.95013988518997,34.17479139703574,13.654666900634766,224112400,6661100,34248400,14108200,107607000
2014-12-15,24.016948699951172,106.77394104003906,39.8561897277832,34.913665771484375,13.602666854858398,24.764772753708748,107.4736351977925,40.71018996972673,35.372274654994584,13.986666679382324,23.599763266839265,105.47949650529063,39.75371061092065,34.624912389984345,13.511333465576172,24.56505650307143,106.17919733588573,40.30881207128489,34.998591902627346,13.952667236328125,268872400,6238800,29247800,22343100,78274500
2014-12-16,23.688526153564453,108.671875,38.566650390625,34.50600814819336,13.187333106994629,24.44522836371554,109.80013913072091,39.574370926150046,35.12597786245339,13.578666687011719,23.57979240919822,108.37450647258183,38.541031426116646,34.48902227715181,13.024666786193848,23.604202267139403,109.36282776251166,39.198611996433996,34.72681799228617,13.392666816711426,243162800,7919900,47801400,16424500,126391500
2014-12-17,24.27879524230957,109.38031005859375,39.06197738647461,34.95612335205078,13.721332550048828,24.374213428778393,109.66018904885303,39.24131667785712,35.35528323318343,13.776666641235352,23.704056425988124,107.9459293994097,38.344616963191754,34.54847215502591,12.84333324432373,23.77062906488676,108.69810543688932,38.472715060856636,34.87119723423366,12.870667457580566,213647200,6726500,34970900,18151000,110517000
2014-12-18,24.99778175354004,109.913818359375,40.582096099853516,38.51457977294922,14.550666809082031,24.99778175354004,111.38318456513035,40.582096099853516,38.531565643995584,14.562666893005371,24.556188041913735,109.12665670042736,39.574375449154815,37.00287288678244,14.119999885559082,24.824694856169586,111.19076652929418,39.779336961904015,37.22368597066159,14.158666610717773,236024800,6485900,40105600,54495600,112249500
2014-12-19,24.804712295532227,110.40361785888672,40.70166015625,39.06660079956055,14.619333267211914,25.12869563456937,111.44441425424056,41.077419170745635,39.193993185013504,14.69333267211914,24.778084594769933,109.7651404009823,40.28319851426931,38.20034100176006,14.300000190734863,24.91122817761893,109.87883894100752,40.67604118596144,38.30225296628866,14.679332733154297,353719200,7680800,64551200,41782200,103657500
2014-12-22,25.062129974365234,112.14410400390625,40.97494888305664,38.769371032714844,14.84000015258789,25.18417757895711,112.4239762790921,41.09450844723409,39.10907879084595,14.937333106994629,24.846880318414794,110.84091827773743,40.74436832739137,38.56554378605684,14.550666809082031,24.88904311086241,110.84091827773743,40.804148109480096,38.70142753725412,14.666666984558105,180670000,3189300,26566000,21264400,71991000
2014-12-23,24.973365783691406,113.7271728515625,41.37632369995117,39.075096130371094,14.731332778930664,25.14867217850585,114.26943457979021,41.675222563350175,39.491241824538015,14.954667091369629,24.955612851631336,112.52018942222323,41.103043808342576,38.607996068563146,14.63466739654541,25.126481859937154,112.86129169412153,41.30800209817238,38.66744499062653,14.920666694641113,104113600,4028900,23648100,14042400,67585500
2014-12-24,24.855756759643555,114.78546905517578,41.11156463623047,39.261940002441406,14.817333221435547,25.011090690062012,115.73880443826305,41.53856468979789,39.6695911686774,14.833333015441895,24.855756759643555,113.84961651431834,41.060326714763576,39.19399976126381,14.616666793823242,24.982243443845118,113.96332171721757,41.53856468979789,39.37234653904391,14.65133285522461,57918400,2116900,11437800,10238200,19983000
2014-12-26,25.295129776000977,115.12659454345703,40.8895378112793,39.15153121948242,15.187999725341797,25.412739988779983,115.388970686646,41.342156955860375,39.49124212504959,15.233332633972168,24.855755709656275,113.90211471061203,40.83829661731146,39.12605403546804,14.766667366027832,24.87572648857522,114.8292126717032,41.342156955860375,39.22796601124887,14.767333030700684,134884000,2242900,13197800,6901500,49905000
2014-12-29,25.277379989624023,115.70381164550781,40.52232360839844,38.73540115356445,15.047332763671875,25.468218095753336,116.08864770407438,40.804142074024455,39.143052426821214,15.194000244140625,25.23077811677588,114.7242386569246,40.360061431512165,38.726906596359996,14.934666633605957,25.250750589855496,115.2052837301328,40.735823729351274,39.08360348528738,15.126667022705078,110395600,2718400,14439500,9701400,42037500
2014-12-30,24.96892738342285,115.30149841308594,40.155094146728516,38.50607681274414,14.815333366394043,25.279596930874405,115.69507591208449,40.66749301915873,38.77784418785414,15.043333053588867,24.87794656691232,115.03036754367987,40.00137383344894,38.4636137678312,14.760000228881836,25.21746335998666,115.45018265289954,40.51377270587915,38.684423545212084,14.932666778564453,119526000,2447700,16384700,9968400,43548000
2014-12-31,24.49404525756836,113.68345642089844,39.6683235168457,38.19185256958008,14.827333450317383,25.104288291944112,115.7125875195934,40.51378217983735,38.69292435592668,15.045332908630371,24.456321549039085,113.57850596602921,39.6683235168457,38.19185256958008,14.816666603088379,25.035497800742178,115.66885371483673,39.907442612196334,38.59950369817547,14.87266731262207,165613600,2712400,21552500,13269200,34462500
2015-01-02,24.261049270629883,113.65721893310547,39.933040618896484,37.648319244384766,14.620667457580566,24.729272337596463,115.31025532754468,40.49668051755397,38.37869218764189,14.883333206176758,23.82167345251905,112.90504286578118,39.745162824511745,37.342580075721024,14.21733283996582,24.71817633026032,114.636805447143,39.847641917608115,38.2343171578414,14.857999801635742,212818400,4294200,27913900,15070200,71466000
2015-01-05,23.577577590942383,112.87004852294922,39.56582260131836,37.120338439941406,14.005999565124512,24.110153799834524,113.63096590977251,39.90742065562575,37.68238059686929,14.433333396911621,23.391176848987335,112.48521244594562,39.497501035805946,37.111824077063574,13.810667037963867,24.030267283850048,113.40356883958025,39.59998012632301,37.60573833690108,14.303333282470703,257142000,5024800,39673900,18369400,80527500
2015-01-06,23.57979393005371,111.54063415527344,38.985111236572266,36.73713684082031,14.085332870483398,23.83942422525078,113.36859243287019,39.9245101728321,37.622780245754484,14.279999732971191,23.218085117057225,110.35989482058002,38.89117069139582,36.60940187282186,13.61400032043457,23.641927502270494,112.87006442338179,39.60853100449049,37.52059162165217,14.003999710083008,263188400,4992800,36447900,19229500,93928500
2015-01-07,23.91043472290039,113.27237701416016,39.48042297363281,36.74565887451172,14.063332557678223,24.010292009735185,113.67470931384578,39.67684259944172,37.06074239836322,14.3186674118042,23.677432129602,112.58143097801644,38.848464744117486,36.62643500878044,13.985333442687988,23.78838542297973,112.59892716818091,39.26692295543811,36.89894345336232,14.223333358764648,160423600,3573200,29114100,13502200,44526000
2015-01-08,24.829124450683594,115.27525329589844,40.641868591308594,36.96705627441406,14.041333198547363,24.886820629369133,115.441433713598,40.77850848944481,37.418392251573856,14.25333309173584,24.12124199427357,114.05077373403267,39.8988893488024,36.9415099356366,14.000666618347168,24.23885389125135,114.22570891835694,39.924508311655394,37.15440475482777,14.187333106994629,237458000,4503400,29645200,17516900,51637500
2015-01-09,24.855756759643555,115.04786682128906,40.30027770996094,36.95002746582031,13.77733325958252,25.13092044767605,115.67759624791623,40.83829887422191,37.554648024497496,13.998666763305664,24.456324234263423,114.51434642777669,40.05262006981172,36.83932124076814,13.663999557495117,25.00221422360769,115.09160062646554,40.65895957205259,37.45245941211257,13.928000450134277,214798000,3056400,23944200,15957500,70024500
2015-01-12,24.243295669555664,114.46186828613281,39.79642105102539,36.847843170166016,13.480667114257812,24.993339356300723,115.67759330326356,40.59918358690765,37.27363289492155,13.631333351135254,24.1434383783279,113.65721700496628,39.591462760238684,36.49869572580719,13.283332824707031,24.98668242928727,115.66011045818489,40.496701183761004,36.83932555650094,13.536666870117188,198603200,3552700,23651900,16055700,89254500
2015-01-13,24.458539962768555,114.7242431640625,39.59145736694336,36.55830001831055,13.616666793823242,25.0310592622604,117.12071385748851,40.91515727861193,37.4269113038605,13.840666770935059,24.16784292699338,113.8496205768433,39.33525790948377,36.25173094711442,13.394000053405762,24.727046682372265,115.45018151293624,40.1123981098378,37.18846688819836,13.554667472839355,268367600,3441700,35270600,12878200,67159500
