date,price,spread,returns,t_years,underlying,theo_price,price_diff,mispricing_pct,signal,pnl
2025-11-13 09:20:00+05:30,609.85,17.649999999999977,0.020793525550987,0.1294710806697108,58250.3984375,1700.6426960668578,1090.7926960668578,0.6414002768421471,1,0.020793525550987
2025-11-13 09:25:00+05:30,622.1,10.25,0.0198878262317268,0.12946156773211567,58282.80078125,1715.2605827907137,1093.1605827907138,0.6373145828444045,1,0.0198878262317268
2025-11-13 09:30:00+05:30,606.4,14.199999999999989,-0.0255610171928123,0.12945205479452054,58247.8515625,1699.314188794291,1092.914188794291,0.6431501578703012,1,-0.0255610171928123
2025-11-13 09:35:00+05:30,609.05,11.375,0.0043605318178059,0.1294425418569254,58270.3515625,1709.4248973864778,1100.3748973864779,0.6437105830556403,1,0.0043605318178059
2025-11-13 09:40:00+05:30,643.0,17.075000000000045,0.0542443580916514,0.12943302891933028,58345.6015625,1743.7234891779153,1100.7234891779153,0.6312488740384264,1,0.0542443580916514
2025-11-13 09:45:00+05:30,657.8,9.125,0.0227562095173371,0.12942351598173515,58365.6484375,1752.867899453151,1095.067899453151,0.6247292792541774,1,0.0227562095173371
2025-11-13 09:50:00+05:30,643.95,9.949999999999989,-0.0212798504162771,0.12941400304414002,58345.6484375,1743.5680874146165,1099.6180874146164,0.6306711480623296,1,-0.0212798504162771
2025-11-13 09:55:00+05:30,662.1,12.449999999999989,0.027795518592121,0.1294044901065449,58370.30078125,1754.8377515698194,1092.7377515698195,0.6227001616487294,1,0.027795518592121
2025-11-13 10:00:00+05:30,677.85,10.375,0.023509422594598,0.12939497716894977,58434.75,1784.6599223560734,1106.8099223560735,0.620179737602268,1,0.023509422594598
2025-11-13 10:05:00+05:30,686.55,9.550000000000011,0.0127530312423622,0.12938546423135464,58468.25,1800.2422661721757,1113.6922661721758,0.6186346621781081,1,0.0127530312423622
2025-11-13 10:10:00+05:30,685.75,4.149999999999977,-0.001165925950048,0.1293759512937595,58456.8984375,1794.833494043516,1109.083494043516,0.6179311327341578,1,-0.001165925950048
2025-11-13 10:15:00+05:30,701.05,8.800000000000011,0.0220660813494279,0.12936643835616438,58499.19921875,1814.6172969651052,1113.5672969651052,0.6136650955700215,1,0.0220660813494279
2025-11-13 10:20:00+05:30,692.7,6.8250000000000455,-0.011982206138581,0.12935692541856925,58506.80078125,1818.113596919975,1125.413596919975,0.6190007042610058,1,-0.011982206138581
2025-11-13 10:25:00+05:30,685.35,7.175000000000011,-0.0106673483511692,0.12934741248097412,58481.0,1805.872483628391,1120.522483628391,0.6204881539459627,1,-0.0106673483511692
2025-11-13 10:30:00+05:30,711.85,14.149999999999975,0.0379375583823646,0.129337899543379,58527.05078125,1827.5077892980953,1115.6577892980954,0.6104804564070255,1,0.0379375583823646
2025-11-13 10:35:00+05:30,702.15,5.349999999999966,-0.0137201586455655,0.12932838660578386,58526.69921875,1827.251988874341,1125.1019888743408,0.6157344447973199,1,-0.0137201586455655
2025-11-13 10:40:00+05:30,704.55,3.425000000000012,0.0034122447269244,0.12931887366818873,58532.3515625,1829.839988777374,1125.289988777374,0.6149663334930437,1,0.0034122447269244
2025-11-13 10:45:00+05:30,715.5,8.225000000000023,0.0154222978553919,0.1293093607305936,58546.80078125,1836.6057003873284,1121.1057003873284,0.6104226400641654,1,0.0154222978553919
2025-11-13 10:50:00+05:30,719.4,8.300000000000011,0.005435932265018,0.12929984779299847,58561.8515625,1843.6734718032822,1124.273471803282,0.6098007532232046,1,0.005435932265018
2025-11-13 10:55:00+05:30,713.75,6.975000000000023,-0.0078847702913035,0.12929033485540334,58551.6484375,1838.730169781731,1124.980169781731,0.6118245016424968,1,-0.0078847702913035
2025-11-13 11:00:00+05:30,723.95,8.150000000000034,0.0141895682572108,0.1292808219178082,58579.6015625,1851.9571141092056,1128.0071141092055,0.6090892200016083,1,0.0141895682572108
2025-11-13 11:05:00+05:30,730.05,7.175000000000011,0.0083906957201421,0.12927130898021308,58584.8515625,1854.3751104650255,1124.3251104650255,0.6063094268899436,1,0.0083906957201421
2025-11-13 11:10:00+05:30,709.65,12.375,-0.0283411342023062,0.12926179604261795,58552.1484375,1838.699433183021,1129.049433183021,0.6140478496958547,1,-0.0283411342023062
2025-11-13 11:15:00+05:30,702.7,7.399999999999977,-0.0098418325471145,0.12925228310502282,58534.8984375,1830.4214083645784,1127.7214083645783,0.6160993327608425,1,-0.0098418325471145
2025-11-13 11:20:00+05:30,700.0,8.175000000000011,-0.0038497231547474,0.1292427701674277,58526.44921875,1826.329425754302,1126.329425754302,0.6167175592043647,1,-0.0038497231547474
2025-11-13 11:25:00+05:30,712.45,9.024999999999975,0.0176293991983931,0.12923325722983256,58549.94921875,1837.3857984593233,1124.9357984593232,0.612248009864123,1,0.0176293991983931
2025-11-13 11:30:00+05:30,706.4,4.25,-0.0085280849520476,0.12922374429223743,58547.80078125,1836.275621973491,1129.875621973491,0.6153082949275259,1,-0.0085280849520476
2025-11-13 11:35:00+05:30,729.0,15.625,0.0314920827189079,0.1292142313546423,58584.05078125,1853.4547943068355,1124.4547943068355,0.6066804530441029,1,0.0314920827189079
2025-11-13 11:40:00+05:30,721.45,5.699999999999989,-0.0104106562653933,0.12920471841704717,58574.3515625,1848.7349888395074,1127.2849888395074,0.6097601850155546,1,-0.0104106562653933
2025-11-13 11:45:00+05:30,722.1,5.275000000000034,0.0009005577138711,0.12919520547945204,58577.6484375,1850.218439301705,1128.1184393017052,0.6097217578955005,1,0.0009005577138711
2025-11-13 11:50:00+05:30,727.2,3.625,0.0070379094061332,0.12918569254185694,58595.3984375,1858.6119513435297,1131.4119513435296,0.6087402755188726,1,0.0070379094061332
2025-11-13 11:55:00+05:30,733.65,5.274999999999977,0.0088305327902066,0.1291761796042618,58615.19921875,1868.0135443360123,1134.3635443360122,0.6072565949939207,1,0.0088305327902066
2025-11-13 12:00:00+05:30,729.15,4.675000000000011,-0.0061526034939017,0.12916666666666668,58592.05078125,1856.8308693296858,1127.6808693296857,0.6073148006941405,1,-0.0061526034939017
2025-11-13 12:05:00+05:30,732.35,4.625,0.0043790696047419,0.12915715372907155,58606.8984375,1863.851580280054,1131.501580280054,0.6070770828812666,1,0.0043790696047419
2025-11-13 12:10:00+05:30,729.4,3.1999999999999886,-0.0040362633897363,0.12914764079147642,58595.44921875,1858.2775083518281,1128.877508351828,0.6074859665890642,1,-0.0040362633897363
